dt,Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Solar Azimuth Angle,Panel Tilt,Panel Azimuth Angle
2020-10-11 22:00:00,2020,10,11,22,0,35.4,79.0,709.0,355.0,0.0,13.6,79.0,709.0,0.0,355.0,27.03,67.1,0.14,986.0,2.0,205.0,3.3,243.9379075920442,20.0,180.0
2020-10-11 23:00:00,2020,10,11,23,0,31.2,54.0,491.0,149.0,0.0,16.6,54.0,491.0,0.0,149.0,41.56,78.82,0.14,986.0,2.1,191.0,2.1,253.48962764974624,20.0,180.0
2020-10-12 13:00:00,2020,10,12,13,0,18.8,33.0,315.0,64.0,0.0,10.3,33.0,315.0,0.0,64.0,57.85,84.39,0.14,996.0,2.1,346.0,4.9,102.81234133928264,20.0,180.0
2020-10-12 14:00:00,2020,10,12,14,0,20.7,69.0,630.0,259.0,0.0,9.1,69.0,630.0,0.0,259.0,47.43,72.46,0.14,997.0,2.1,357.0,6.3,111.7513618401298,20.0,180.0
2020-10-12 15:00:00,2020,10,12,15,0,22.4,88.0,774.0,460.0,0.0,7.9,88.0,774.0,0.0,460.0,39.23,61.26,0.14,998.0,2.0,5.0,6.6,122.38336399015408,20.0,180.0
2020-10-12 16:00:00,2020,10,12,16,0,24.3,95.0,861.0,631.0,0.0,5.9,95.0,861.0,0.0,631.0,30.58,51.48,0.14,998.0,1.8,7.0,6.3,135.86671322158503,20.0,180.0
2020-10-12 17:00:00,2020,10,12,17,0,26.1,96.0,915.0,752.0,0.0,3.1,96.0,915.0,0.0,752.0,22.68,44.16,0.14,998.0,1.6,7.0,6.0,153.39401160616808,20.0,180.0
2020-10-12 18:00:00,2020,10,12,18,0,27.6,102.0,924.0,803.0,0.0,0.8,102.0,924.0,0.0,803.0,17.57,40.7,0.14,997.0,1.5,6.0,5.7,174.90226427981042,20.0,180.0
2020-10-12 19:00:00,2020,10,12,19,0,28.4,96.0,938.0,792.0,0.0,-0.5,96.0,938.0,0.0,792.0,15.27,42.08,0.14,997.0,1.3,6.0,5.3,197.3696078963039,20.0,180.0
2020-10-12 20:00:00,2020,10,12,20,0,28.7,86.0,932.0,711.0,0.0,-1.1,86.0,932.0,0.0,711.0,14.38,47.87,0.14,996.0,1.1,6.0,4.9,216.81117738492628,20.0,180.0
2020-10-12 21:00:00,2020,10,12,21,0,28.4,76.0,895.0,567.0,0.0,-1.2,76.0,895.0,0.0,567.0,14.52,56.72,0.14,996.0,0.9,7.0,4.5,231.9512586247592,20.0,180.0
2020-10-12 22:00:00,2020,10,12,22,0,27.3,63.0,814.0,376.0,0.0,-0.8,63.0,814.0,0.0,376.0,15.9,67.39,0.14,996.0,0.8,8.0,3.8,243.6716987488346,20.0,180.0
2020-10-12 23:00:00,2020,10,12,23,0,23.9,44.0,618.0,161.0,0.0,4.5,44.0,618.0,0.0,161.0,28.34,79.08,0.14,996.0,0.8,12.0,1.9,253.2157684586673,20.0,180.0
2020-10-13 13:00:00,2020,10,13,13,0,13.8,33.0,394.0,70.0,0.0,7.3,33.0,394.0,0.0,70.0,64.89,84.54,0.14,1001.0,0.8,125.0,1.2,103.15573208572096,20.0,180.0
2020-10-13 14:00:00,2020,10,13,14,0,16.5,59.0,729.0,277.0,0.0,5.8,59.0,729.0,0.0,277.0,49.25,72.64,0.14,1002.0,0.8,134.0,1.6,112.09737945993491,20.0,180.0
2020-10-13 15:00:00,2020,10,13,15,0,19.4,74.0,860.0,485.0,0.0,6.2,74.0,860.0,14.0,485.0,42.19,61.48,0.14,1002.0,0.8,143.0,1.0,122.7342628880711,20.0,180.0
2020-10-13 16:00:00,2020,10,13,16,0,23.5,84.0,920.0,654.0,0.0,3.1,84.0,920.0,0.0,654.0,26.48,51.75,0.14,1002.0,0.9,156.0,1.8,136.20768877206882,20.0,180.0
2020-10-13 17:00:00,2020,10,13,17,0,25.7,90.0,953.0,770.0,0.0,2.3,90.0,953.0,0.0,770.0,21.84,44.49,0.14,1002.0,0.9,165.0,1.8,153.67371588557262,20.0,180.0
2020-10-13 18:00:00,2020,10,13,18,0,27.3,92.0,966.0,820.0,0.0,2.3,149.0,823.0,0.0,769.0,19.95,41.07,0.14,1001.0,0.9,169.0,1.7,175.0340334948271,20.0,180.0
2020-10-13 19:00:00,2020,10,13,19,0,28.4,91.0,961.0,800.0,0.0,2.7,91.0,961.0,0.0,800.0,19.14,42.45,0.14,1000.0,0.9,169.0,1.7,197.3136345097191,20.0,180.0
2020-10-13 20:00:00,2020,10,13,20,0,29.0,87.0,936.0,711.0,0.0,2.7,87.0,936.0,0.0,711.0,18.53,48.22,0.14,999.0,0.9,164.0,1.9,216.62463029572405,20.0,180.0
2020-10-13 21:00:00,2020,10,13,21,0,29.1,84.0,876.0,561.0,0.0,2.5,84.0,876.0,0.0,561.0,18.2,57.03,0.14,998.0,0.9,156.0,2.0,231.70632503949625,20.0,180.0
2020-10-13 22:00:00,2020,10,13,22,0,28.2,73.0,768.0,365.0,0.0,2.9,74.0,760.0,0.0,363.0,19.7,67.68,0.14,998.0,0.9,148.0,2.1,243.40641276066424,20.0,180.0
2020-10-13 23:00:00,2020,10,13,23,0,24.2,50.0,554.0,152.0,0.0,9.4,50.0,554.0,0.0,152.0,38.98,79.34,0.14,998.0,0.9,141.0,1.2,252.94247303701616,20.0,180.0
2020-10-14 13:00:00,2020,10,14,13,0,14.5,34.0,294.0,61.0,0.0,13.5,34.0,294.0,0.0,61.0,93.97,84.7,0.14,997.0,1.8,179.0,3.4,103.4960758588296,20.0,180.0
2020-10-14 14:00:00,2020,10,14,14,0,17.6,70.0,628.0,255.0,0.0,14.3,70.0,628.0,0.0,255.0,80.95,72.83,0.14,997.0,1.9,179.0,3.3,112.43965118544725,20.0,180.0
2020-10-14 15:00:00,2020,10,14,15,0,22.2,99.0,737.0,448.0,0.0,16.0,99.0,737.0,0.0,448.0,67.84,61.7,0.14,996.0,2.0,185.0,4.4,123.08031698919768,20.0,180.0
2020-10-14 16:00:00,2020,10,14,16,0,26.3,112.0,814.0,613.0,0.0,15.9,112.0,814.0,0.0,613.0,52.75,52.02,0.14,996.0,2.1,197.0,5.0,136.54234119017786,20.0,180.0
2020-10-14 17:00:00,2020,10,14,17,0,29.4,118.0,855.0,725.0,0.0,15.7,118.0,855.0,0.0,725.0,43.47,44.81,0.14,994.0,2.0,203.0,5.0,153.9461018653568,20.0,180.0
2020-10-14 18:00:00,2020,10,14,18,0,31.4,97.0,918.0,785.0,0.0,16.0,97.0,918.0,0.0,785.0,39.52,41.43,0.14,993.0,2.0,198.0,5.2,175.160076515137,20.0,180.0
2020-10-14 19:00:00,2020,10,14,19,0,32.5,93.0,918.0,766.0,0.0,15.7,93.0,918.0,0.0,766.0,36.37,42.82,0.14,991.0,2.0,193.0,5.6,197.2557462644379,20.0,180.0
2020-10-14 20:00:00,2020,10,14,20,0,32.9,87.0,896.0,680.0,0.0,15.3,87.0,896.0,0.0,680.0,34.83,48.57,0.14,989.0,2.1,191.0,5.9,216.438617236842,20.0,180.0
2020-10-14 21:00:00,2020,10,14,21,0,32.6,82.0,837.0,534.0,0.0,15.4,82.0,837.0,0.0,534.0,35.53,57.35,0.14,988.0,2.1,191.0,6.0,231.46249470010025,20.0,180.0
2020-10-14 22:00:00,2020,10,14,22,0,31.7,68.0,737.0,345.0,0.0,15.6,68.0,737.0,0.0,345.0,37.86,67.96,0.14,988.0,2.2,190.0,5.7,243.14206281133505,20.0,180.0
2020-10-14 23:00:00,2020,10,14,23,0,29.6,46.0,517.0,139.0,0.0,16.0,46.0,517.0,0.0,139.0,43.92,79.61,0.14,988.0,2.2,186.0,4.5,252.6697756267215,20.0,180.0
2020-10-15 13:00:00,2020,10,15,13,0,19.6,34.0,222.0,54.0,0.0,17.7,34.0,222.0,0.0,54.0,88.95,84.87,0.13,989.0,2.6,347.0,2.3,103.83325332702094,20.0,180.0
2020-10-15 14:00:00,2020,10,15,14,0,22.1,82.0,537.0,239.0,0.0,17.1,82.0,537.0,0.0,239.0,73.4,73.01,0.13,991.0,2.7,12.0,4.7,112.77806006283788,20.0,180.0
2020-10-15 15:00:00,2020,10,15,15,0,23.7,116.0,662.0,428.0,3.0,16.5,66.0,0.0,0.0,66.0,63.9,61.92,0.13,992.0,2.8,25.0,6.5,123.42142092596043,20.0,180.0
2020-10-15 16:00:00,2020,10,15,16,0,24.5,146.0,716.0,584.0,3.0,16.0,48.0,0.0,0.0,48.0,59.07,52.29,0.13,993.0,2.9,29.0,7.1,136.87060550368125,20.0,180.0
2020-10-15 17:00:00,2020,10,15,17,0,25.1,165.0,741.0,688.0,3.0,15.4,168.0,3.0,0.0,170.0,54.88,45.13,0.13,994.0,3.0,29.0,7.1,154.21118280570954,20.0,180.0
2020-10-15 18:00:00,2020,10,15,18,0,25.3,168.0,759.0,734.0,3.0,14.5,296.0,34.0,0.0,321.0,51.11,41.8,0.13,994.0,3.1,27.0,7.2,175.28044148702588,20.0,180.0
2020-10-15 19:00:00,2020,10,15,19,0,24.6,178.0,729.0,710.0,3.0,13.1,310.0,62.0,0.0,355.0,48.88,43.19,0.13,995.0,3.2,27.0,7.3,197.19593082233544,20.0,180.0
2020-10-15 20:00:00,2020,10,15,20,0,23.7,167.0,698.0,626.0,3.0,11.5,209.0,11.0,0.0,216.0,46.26,48.91,0.13,995.0,3.1,30.0,7.1,216.2531025854391,20.0,180.0
2020-10-15 21:00:00,2020,10,15,21,0,23.0,134.0,673.0,494.0,3.0,9.5,102.0,0.0,0.0,102.0,42.34,57.66,0.13,996.0,3.0,33.0,6.7,231.21975674880832,20.0,180.0
2020-10-15 22:00:00,2020,10,15,22,0,22.3,106.0,567.0,316.0,3.0,7.4,63.0,75.0,0.0,91.0,38.34,68.24,0.13,996.0,2.8,36.0,6.2,242.8786659708915,20.0,180.0
2020-10-15 23:00:00,2020,10,15,23,0,21.2,62.0,345.0,123.0,0.0,6.1,62.0,345.0,0.0,123.0,37.48,79.86,0.13,997.0,2.7,40.0,5.2,252.3977141324559,20.0,180.0
2020-10-16 13:00:00,2020,10,16,13,0,11.7,32.0,297.0,58.0,0.0,2.9,32.0,297.0,0.0,58.0,54.75,85.02,0.13,1008.0,1.3,36.0,3.2,104.1671479679252,20.0,180.0
2020-10-16 14:00:00,2020,10,16,14,0,14.4,67.0,651.0,255.0,0.0,1.7,67.0,651.0,0.0,255.0,42.1,73.2,0.13,1008.0,1.3,60.0,3.7,113.11249301453506,20.0,180.0
2020-10-16 15:00:00,2020,10,16,15,0,17.4,83.0,803.0,458.0,0.0,0.1,83.0,803.0,0.0,458.0,31.02,62.14,0.13,1008.0,1.3,74.0,4.4,123.75747485501232,20.0,180.0
2020-10-16 16:00:00,2020,10,16,16,0,19.3,92.0,878.0,626.0,0.0,-1.7,92.0,878.0,0.0,626.0,24.07,52.55,0.13,1008.0,1.3,66.0,4.2,137.1924239123344,20.0,180.0
2020-10-16 17:00:00,2020,10,16,17,0,21.0,97.0,918.0,741.0,0.0,-3.3,97.0,918.0,0.0,741.0,19.29,45.45,0.13,1008.0,1.3,62.0,4.0,154.46897860001127,20.0,180.0
2020-10-16 18:00:00,2020,10,16,18,0,22.2,93.0,941.0,791.0,0.0,-4.3,93.0,941.0,0.0,791.0,16.69,42.16,0.13,1007.0,1.3,64.0,3.6,175.39518130111924,20.0,180.0
2020-10-16 19:00:00,2020,10,16,19,0,23.1,91.0,940.0,772.0,0.0,-4.6,91.0,940.0,0.0,772.0,15.39,43.56,0.13,1005.0,1.3,68.0,3.1,197.13418183863,20.0,180.0
2020-10-16 20:00:00,2020,10,16,20,0,23.4,86.0,918.0,685.0,0.0,-4.5,86.0,918.0,0.0,685.0,15.21,49.25,0.13,1004.0,1.3,68.0,2.8,216.0680563629752,20.0,180.0
2020-10-16 21:00:00,2020,10,16,21,0,23.2,78.0,868.0,538.0,0.0,-4.3,78.0,868.0,0.0,538.0,15.71,57.96,0.13,1004.0,1.3,65.0,2.8,230.97810443298172,20.0,180.0
2020-10-16 22:00:00,2020,10,16,22,0,22.3,65.0,770.0,347.0,0.0,-4.0,65.0,770.0,0.0,347.0,16.97,68.52,0.13,1003.0,1.3,70.0,2.7,242.61624258466836,20.0,180.0
2020-10-16 23:00:00,2020,10,16,23,0,19.6,43.0,548.0,137.0,0.0,0.9,43.0,548.0,0.0,137.0,28.73,80.11,0.13,1003.0,1.3,81.0,1.5,252.1263295870662,20.0,180.0
2020-10-17 13:00:00,2020,10,17,13,0,10.6,30.0,294.0,55.0,0.0,7.5,30.0,294.0,0.0,55.0,81.29,85.18,0.13,1001.0,1.8,156.0,3.7,104.49764549778126,20.0,180.0
2020-10-17 14:00:00,2020,10,17,14,0,13.6,64.0,635.0,246.0,0.0,7.1,64.0,635.0,0.0,246.0,65.02,73.39,0.13,1000.0,2.0,157.0,4.0,113.44284016799924,20.0,180.0
2020-10-17 15:00:00,2020,10,17,15,0,17.4,84.0,772.0,442.0,0.0,5.8,89.0,718.0,0.0,422.0,46.53,62.36,0.13,1000.0,2.2,168.0,5.2,124.08838359772608,20.0,180.0
2020-10-17 16:00:00,2020,10,17,16,0,20.2,96.0,839.0,603.0,3.0,6.8,115.0,0.0,0.0,115.0,41.9,52.82,0.13,999.0,2.3,180.0,5.4,137.5077445887614,20.0,180.0
2020-10-17 17:00:00,2020,10,17,17,0,22.5,104.0,872.0,712.0,0.0,9.3,174.0,625.0,14.0,610.0,43.12,45.77,0.13,998.0,2.4,189.0,5.7,154.7195142394554,20.0,180.0
2020-10-17 18:00:00,2020,10,17,18,0,24.5,125.0,845.0,748.0,2.0,11.7,325.0,69.0,0.0,376.0,44.79,42.52,0.13,997.0,2.5,194.0,6.1,175.50435205604197,20.0,180.0
2020-10-17 19:00:00,2020,10,17,19,0,25.9,124.0,837.0,727.0,2.0,13.4,295.0,161.0,0.0,411.0,45.98,43.93,0.13,995.0,2.5,198.0,6.5,197.07049764453896,20.0,180.0
2020-10-17 20:00:00,2020,10,17,20,0,26.8,119.0,803.0,640.0,0.0,14.5,171.0,622.0,0.0,574.0,46.77,49.59,0.13,994.0,2.7,199.0,6.7,215.8834533667142,20.0,180.0
2020-10-17 21:00:00,2020,10,17,21,0,27.0,102.0,757.0,500.0,3.0,15.4,124.0,5.0,0.0,127.0,48.92,58.27,0.13,993.0,2.8,198.0,6.6,230.7375346089147,20.0,180.0
2020-10-17 22:00:00,2020,10,17,22,0,26.7,85.0,636.0,315.0,0.0,16.1,85.0,523.0,0.0,274.0,52.29,68.79,0.13,992.0,2.9,195.0,6.3,242.3548159915192,20.0,180.0
2020-10-17 23:00:00,2020,10,17,23,0,25.4,54.0,385.0,118.0,0.0,16.8,54.0,385.0,0.0,118.0,58.88,80.37,0.13,992.0,3.0,189.0,5.2,251.8556659864441,20.0,180.0
2020-10-18 13:00:00,2020,10,18,13,0,21.4,33.0,186.0,48.0,0.0,20.4,33.0,186.0,0.0,48.0,93.98,85.35,0.13,993.0,2.9,180.0,5.1,104.82463267812062,20.0,180.0
2020-10-18 14:00:00,2020,10,18,14,0,23.4,79.0,535.0,230.0,0.0,20.1,75.0,259.0,0.0,148.0,81.95,73.58,0.13,994.0,2.9,185.0,5.8,113.7689935676841,20.0,180.0
2020-10-18 15:00:00,2020,10,18,15,0,25.6,101.0,697.0,422.0,0.0,19.3,115.0,607.0,0.0,394.0,68.26,62.59,0.13,995.0,2.9,193.0,6.3,124.41405513382006,20.0,180.0
2020-10-18 16:00:00,2020,10,18,16,0,27.5,111.0,786.0,583.0,0.0,18.7,165.0,538.0,0.0,488.0,58.77,53.09,0.13,995.0,3.0,196.0,6.1,137.81651983975274,20.0,180.0
2020-10-18 17:00:00,2020,10,18,17,0,29.3,113.0,839.0,695.0,0.0,18.1,224.0,443.0,0.0,531.0,51.0,46.1,0.13,994.0,2.9,195.0,5.8,154.96281770104724,20.0,180.0
2020-10-18 18:00:00,2020,10,18,18,0,30.9,113.0,859.0,742.0,0.0,17.5,113.0,859.0,0.0,742.0,44.79,42.88,0.13,993.0,2.9,194.0,5.6,175.60801108211308,20.0,180.0
2020-10-18 19:00:00,2020,10,18,19,0,32.0,109.0,858.0,723.0,0.0,17.0,109.0,858.0,0.0,723.0,40.72,44.29,0.13,992.0,2.9,194.0,5.2,197.00487970106497,20.0,180.0
2020-10-18 20:00:00,2020,10,18,20,0,32.6,103.0,829.0,637.0,0.0,16.6,103.0,829.0,0.0,637.0,38.38,49.93,0.13,991.0,3.0,194.0,4.8,215.6992722004668,20.0,180.0
2020-10-18 21:00:00,2020,10,18,21,0,32.6,95.0,764.0,493.0,0.0,16.4,119.0,653.0,0.0,460.0,37.86,58.57,0.13,991.0,3.1,193.0,4.6,230.49804724791716,20.0,180.0
2020-10-18 22:00:00,2020,10,18,22,0,31.9,81.0,639.0,309.0,3.0,16.4,111.0,296.0,0.0,217.0,39.49,69.07,0.13,991.0,3.2,191.0,4.2,242.0944122935603,20.0,180.0
2020-10-18 23:00:00,2020,10,18,23,0,29.5,52.0,376.0,113.0,0.0,17.1,52.0,376.0,0.0,113.0,47.25,80.61,0.13,991.0,3.3,186.0,2.7,251.5857701894137,20.0,180.0
2020-10-19 13:00:00,2020,10,19,13,0,14.0,33.0,118.0,42.0,0.0,10.1,33.0,118.0,0.0,42.0,77.56,85.51,0.13,998.0,3.2,309.0,2.9,105.14799603206497,20.0,180.0
2020-10-19 14:00:00,2020,10,19,14,0,15.1,91.0,453.0,218.0,0.0,9.7,84.0,346.0,21.0,181.0,70.2,73.77,0.13,999.0,3.2,301.0,2.7,114.09084578633946,20.0,180.0
2020-10-19 15:00:00,2020,10,19,15,0,16.6,119.0,631.0,407.0,2.0,9.9,77.0,0.0,0.0,77.0,64.44,62.81,0.13,999.0,3.2,296.0,2.7,124.73439899889462,20.0,180.0
2020-10-19 16:00:00,2020,10,19,16,0,18.3,134.0,726.0,567.0,2.0,10.7,135.0,0.0,43.0,135.0,61.26,53.36,0.13,999.0,3.2,294.0,2.5,138.1187041501633,20.0,180.0
2020-10-19 17:00:00,2020,10,19,17,0,20.3,139.0,782.0,678.0,2.0,11.8,241.0,16.0,14.0,252.0,58.3,46.42,0.13,998.0,3.1,290.0,2.4,155.1989176882464,20.0,180.0
2020-10-19 18:00:00,2020,10,19,18,0,22.0,140.0,803.0,725.0,2.0,12.9,241.0,15.0,0.0,252.0,56.21,43.24,0.13,998.0,3.1,291.0,2.4,175.70621475981773,20.0,180.0
2020-10-19 19:00:00,2020,10,19,19,0,23.3,137.0,798.0,705.0,3.0,13.9,273.0,27.0,0.0,292.0,55.41,44.65,0.13,997.0,3.1,287.0,2.3,196.93733071853924,20.0,180.0
2020-10-19 20:00:00,2020,10,19,20,0,23.9,130.0,766.0,620.0,3.0,14.6,251.0,158.0,0.0,352.0,56.11,50.26,0.13,996.0,3.1,280.0,2.1,215.51549392307763,20.0,180.0
2020-10-19 21:00:00,2020,10,19,21,0,24.2,110.0,720.0,482.0,0.0,15.4,110.0,720.0,0.0,482.0,58.08,58.87,0.13,996.0,3.1,266.0,1.8,230.25964453234445,20.0,180.0
2020-10-19 22:00:00,2020,10,19,22,0,24.0,89.0,602.0,301.0,0.0,16.1,89.0,602.0,0.0,301.0,61.14,69.33,0.13,996.0,3.0,256.0,1.5,241.8350597241608,20.0,180.0
2020-10-19 23:00:00,2020,10,19,23,0,22.7,53.0,355.0,109.0,0.0,17.2,53.0,355.0,0.0,109.0,70.95,80.86,0.13,996.0,3.0,268.0,0.7,251.3166914313165,20.0,180.0
2020-10-20 13:00:00,2020,10,20,13,0,20.7,32.0,124.0,41.0,0.0,20.3,32.0,124.0,0.0,41.0,97.5,85.68,0.13,996.0,3.9,179.0,2.7,105.46762102460671,20.0,180.0
2020-10-20 14:00:00,2020,10,20,14,0,22.9,80.0,496.0,217.0,0.0,20.6,80.0,496.0,0.0,217.0,86.98,73.96,0.13,997.0,3.7,178.0,3.7,114.40828901602964,20.0,180.0
2020-10-20 15:00:00,2020,10,20,15,0,25.7,95.0,698.0,411.0,0.0,20.5,95.0,698.0,0.0,411.0,73.04,63.04,0.13,997.0,3.5,185.0,4.4,125.04932515195412,20.0,180.0
2020-10-20 16:00:00,2020,10,20,16,0,28.2,100.0,799.0,574.0,0.0,19.6,100.0,799.0,0.0,574.0,59.69,53.63,0.13,996.0,3.4,187.0,4.6,138.4142526793787,20.0,180.0
2020-10-20 17:00:00,2020,10,20,17,0,30.1,103.0,848.0,684.0,0.0,18.7,103.0,848.0,0.0,684.0,50.5,46.74,0.13,996.0,3.3,186.0,4.7,155.42784172909,20.0,180.0
2020-10-20 18:00:00,2020,10,20,18,0,31.3,106.0,861.0,730.0,0.0,18.0,166.0,682.0,0.0,660.0,45.27,43.59,0.13,995.0,3.3,185.0,4.8,175.79901643179096,20.0,180.0
2020-10-20 19:00:00,2020,10,20,19,0,32.0,105.0,855.0,710.0,0.0,17.7,122.0,804.0,0.0,691.0,42.45,45.0,0.13,993.0,3.2,184.0,5.0,196.86785257787187,20.0,180.0
2020-10-20 20:00:00,2020,10,20,20,0,32.0,101.0,825.0,625.0,0.0,17.4,108.0,800.0,0.0,616.0,41.88,50.59,0.13,992.0,3.2,184.0,5.1,215.3321002384413,20.0,180.0
2020-10-20 21:00:00,2020,10,20,21,0,31.6,91.0,767.0,484.0,0.0,17.3,108.0,669.0,0.0,451.0,42.44,59.17,0.13,992.0,3.2,183.0,5.1,230.02232939725928,20.0,180.0
2020-10-20 22:00:00,2020,10,20,22,0,30.7,74.0,657.0,303.0,0.0,17.1,74.0,657.0,0.0,303.0,44.26,69.6,0.13,992.0,3.1,181.0,4.9,241.57678742406247,20.0,180.0
2020-10-20 23:00:00,2020,10,20,23,0,28.7,46.0,410.0,109.0,0.0,17.3,46.0,410.0,0.0,109.0,50.17,81.1,0.13,992.0,3.0,176.0,3.7,251.04848022428467,20.0,180.0
2020-10-21 13:00:00,2020,10,21,13,0,20.4,29.0,203.0,44.0,0.0,20.0,29.0,203.0,0.0,44.0,97.38,85.84,0.13,998.0,2.9,160.0,2.5,105.78339197874163,20.0,180.0
2020-10-21 14:00:00,2020,10,21,14,0,23.1,68.0,575.0,225.0,0.0,20.1,68.0,575.0,0.0,225.0,83.33,74.15,0.13,998.0,2.7,166.0,3.1,114.72121488335809,20.0,180.0
2020-10-21 15:00:00,2020,10,21,15,0,25.5,85.0,745.0,420.0,0.0,19.6,96.0,676.0,0.0,400.0,69.89,63.27,0.13,999.0,2.6,171.0,3.5,125.358743588163,20.0,180.0
2020-10-21 16:00:00,2020,10,21,16,0,27.5,94.0,829.0,582.0,0.0,18.9,113.0,716.0,0.0,535.0,59.42,53.9,0.13,998.0,2.6,172.0,3.7,138.70312049780205,20.0,180.0
2020-10-21 17:00:00,2020,10,21,17,0,29.1,96.0,875.0,692.0,3.0,18.4,233.0,424.0,0.0,522.0,52.38,47.05,0.13,998.0,2.6,172.0,3.8,155.64961495139914,20.0,180.0
2020-10-21 18:00:00,2020,10,21,18,0,30.4,102.0,879.0,735.0,3.0,17.9,293.0,317.0,0.0,521.0,47.23,43.94,0.13,997.0,2.7,171.0,4.0,175.88646480226032,20.0,180.0
2020-10-21 19:00:00,2020,10,21,19,0,31.3,99.0,877.0,715.0,0.0,17.5,99.0,877.0,0.0,715.0,43.78,45.36,0.13,995.0,2.7,171.0,4.2,196.79644438404773,20.0,180.0
2020-10-21 20:00:00,2020,10,21,20,0,31.7,93.0,851.0,629.0,0.0,17.2,93.0,851.0,0.0,629.0,42.04,50.92,0.13,995.0,2.8,170.0,4.4,215.1490715581513,20.0,180.0
2020-10-21 21:00:00,2020,10,21,21,0,31.4,82.0,801.0,489.0,0.0,17.1,82.0,801.0,0.0,489.0,42.36,59.46,0.13,994.0,2.8,169.0,4.4,229.7861037729498,20.0,180.0
2020-10-21 22:00:00,2020,10,21,22,0,30.5,67.0,690.0,305.0,0.0,17.1,67.0,690.0,0.0,305.0,44.64,69.86,0.13,994.0,2.8,167.0,4.4,241.31962385537904,20.0,180.0
2020-10-21 23:00:00,2020,10,21,23,0,28.4,43.0,440.0,109.0,0.0,17.6,43.0,440.0,0.0,109.0,51.94,81.34,0.13,994.0,2.8,164.0,3.4,250.7811868758887,20.0,180.0
2020-10-22 14:00:00,2020,10,22,14,0,22.3,58.0,625.0,227.0,0.0,19.9,58.0,625.0,0.0,227.0,86.54,74.34,0.13,996.0,2.8,181.0,3.8,115.02951486020942,20.0,180.0
2020-10-22 15:00:00,2020,10,22,15,0,25.3,73.0,777.0,420.0,3.0,19.5,120.0,85.0,4.0,158.0,70.07,63.49,0.13,995.0,2.9,184.0,5.1,125.66256457004856,20.0,180.0
2020-10-22 16:00:00,2020,10,22,16,0,27.3,82.0,851.0,580.0,3.0,18.9,160.0,37.0,0.0,182.0,60.33,54.17,0.13,995.0,2.9,185.0,5.3,138.98526251224706,20.0,180.0
2020-10-22 17:00:00,2020,10,22,17,0,28.8,87.0,886.0,687.0,3.0,18.8,228.0,186.0,0.0,354.0,54.69,47.37,0.13,994.0,3.0,183.0,5.0,155.86425960897907,20.0,180.0
2020-10-22 18:00:00,2020,10,22,18,0,30.0,94.0,889.0,730.0,0.0,18.6,144.0,722.0,0.0,661.0,50.49,44.29,0.13,993.0,3.0,181.0,4.9,175.96860305158725,20.0,180.0
2020-10-22 19:00:00,2020,10,22,19,0,30.7,94.0,880.0,708.0,0.0,18.4,162.0,683.0,0.0,639.0,48.04,45.71,0.13,992.0,3.1,178.0,4.8,196.72310113329544,20.0,180.0
2020-10-22 20:00:00,2020,10,22,20,0,31.0,90.0,850.0,622.0,0.0,18.3,97.0,823.0,0.0,612.0,46.8,51.25,0.13,991.0,3.1,176.0,4.7,214.96638547047127,20.0,180.0
2020-10-22 21:00:00,2020,10,22,21,0,30.7,81.0,792.0,480.0,0.0,18.2,87.0,769.0,0.0,474.0,47.28,59.75,0.13,991.0,3.1,173.0,4.7,229.55096709769228,20.0,180.0
2020-10-22 22:00:00,2020,10,22,22,0,29.9,68.0,672.0,297.0,0.0,18.2,75.0,577.0,0.0,271.0,49.46,70.12,0.13,991.0,3.1,169.0,4.5,241.063595389824,20.0,180.0
2020-10-22 23:00:00,2020,10,22,23,0,27.9,43.0,408.0,103.0,0.0,18.7,43.0,408.0,0.0,103.0,57.54,81.57,0.13,991.0,3.1,164.0,3.4,250.51486012926128,20.0,180.0
2020-10-23 14:00:00,2020,10,23,14,0,20.6,85.0,438.0,202.0,9.0,20.1,9.0,0.0,29.0,9.0,97.15,74.54,0.13,997.0,4.5,349.0,4.4,115.3330809107968,20.0,180.0
2020-10-23 15:00:00,2020,10,23,15,0,18.2,110.0,632.0,390.0,6.0,17.2,14.0,0.0,0.0,14.0,93.68,63.72,0.13,997.0,4.1,347.0,6.5,125.9606991669499,20.0,180.0
2020-10-23 16:00:00,2020,10,23,16,0,15.6,125.0,731.0,550.0,6.0,12.8,19.0,0.0,0.0,19.0,83.55,54.44,0.13,999.0,3.6,347.0,7.3,139.26063380361865,20.0,180.0
2020-10-23 17:00:00,2020,10,23,17,0,14.0,130.0,788.0,661.0,6.0,9.0,93.0,0.0,0.0,93.0,71.99,47.68,0.13,1000.0,3.3,351.0,7.4,156.07179520526984,20.0,180.0
2020-10-23 18:00:00,2020,10,23,18,0,13.9,136.0,803.0,707.0,6.0,7.3,148.0,0.0,0.0,148.0,64.58,44.64,0.13,1000.0,3.2,347.0,7.2,176.04546876088307,20.0,180.0
